codigoParlamentar,DataSessaoPlenaria,DescricaoIdentificacaoMateria,EmentaMateria,DescricaoVoto
6363,2024-07-10,MSF 8/2024,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome do Senhor MARCEL FORTUNA BIATO, Ministro de Primeira Classe do Quadro Especial da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República do Cazaquistão e, cumulativamente, na República Quirguiz e no Turcomenistão.",Votou
6363,2024-07-10,MSF 7/2024,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome do Senhor FLÁVIO HELMOLD MACIEIRA, Ministro de Primeira Classe do Quadro Especial da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na Irlanda.",Votou
6363,2024-07-10,MSF 11/2024,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome do Senhor RODRIGO DE AZEREDO SANTOS, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil no Reino da Noruega e, cumulativamente, na Islândia.",Votou
6363,2024-07-10,MSF 10/2024,"Submete à apreciação do Senado Federal, nos termos do art. 52, inciso III, alínea ""f"", da Constituição, combinado com o art. 23 da Lei nº 13.848, de 25 de junho de 2019, o nome da Senhora SAMARA FURTADO CARNEIRO, para exercer o cargo de Ouvidora da Agência Nacional de Vigilância Sanitária - ANVISA, na vaga decorrente do término do mandato de Daniela Hoffmann Lobato Chaves Lopes.",Presente – Não registrou voto
6363,2024-06-19,MSF 2/2024,"Submete à apreciação do Senado Federal, nos termos do art. 52, inciso IV, da Constituição, e do art. 39, combinado com o art. 41, da Lei nº 11.440, de 29 de dezembro de 2006, a indicação do Senhor LEONARDO LUÍS GORGULHO NOGUEIRA FERNANDES, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil no Reino da Dinamarca e, cumulativamente, na República da Lituânia.",Votou
6363,2024-06-19,MSF 92/2023,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 46 da Lei nº 11.440, de 2006, o nome da Senhora MARIANA GONÇALVES MADEIRA, Ministra de Segunda Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixadora do Brasil na República de Gana e, cumulativamente, na República da Serra Leoa e na República da Libéria.",Votou
6363,2024-06-19,MSF 1/2024,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 46 da Lei n° 11.440, de 2006, o nome do Senhor CARLOS JOSÉ AREIAS MORENO GARCETE, Ministro de Segunda Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República Federal da Nigéria.",Votou
6363,2024-06-19,MSF 5/2024,"Submete à apreciação do Senado Federal, nos termos do art. 52, inciso III, alínea ""f"", da Constituição, combinado com o art. 16 da Lei nº 12.529, de 30 de novembro de 2011, o nome do Senhor ANDRÉ LUÍS MACAGNAN FREIRE, para exercer o cargo de Procurador-Chefe da Procuradoria Federal Especializada junto ao Conselho Administrativo de Defesa Econômica - CADE, na vaga decorrente do término do mandato de Juliana Oliveira Domingues em 13 de abril de 2024.",Votou
6363,2024-06-19,OFS 5/2024,"Submete à apreciação do Senado Federal, nos termos do art. 103-B, inciso II e §2º, da Constituição Federal, a indicação do Senhor MAURO LUIZ CAMPBELL MARQUES, Ministro do Superior Tribunal de Justiça, para compor o Conselho Nacional de Justiça - CNJ, no cargo de Corregedor Nacional de Justiça, no biênio 2024/2026.",Votou
6363,2024-06-19,MSF 6/2024,"Submete à apreciação do Senado Federal, nos termos do art. 52, inciso III, alínea ""f"", da Constituição, combinado com o art. 12 da Lei nº 12.529, de 30 de novembro de 2011, o nome do Senhor ALEXANDRE BARRETO DE SOUZA, para recondução ao cargo de Superintendente-Geral do Conselho Administrativo de Defesa Econômica - CADE.",Votou
6363,2024-06-19,MSF 12/2024,"Submete à apreciação do Senado Federal, nos termos do art. 111-A, inciso I, da Constituição, o nome do Senhor ANTÔNIO FABRÍCIO DE MATOS GONÇALVES, para exercer o cargo de Ministro do Tribunal Superior do Trabalho, na vaga destinada à advocacia, decorrente da aposentadoria do Ministro Emmanoel Pereira.",Votou
6363,2024-07-03,PLP 262/2019,"Altera a Medida Provisória nº 2.156-5, de 24 de agosto de 2001, a Medida Provisória nº 2.157-5, de 24 de agosto de 2001, e a Lei Complementar nº 129, de 8 de janeiro de 2009, para permitir que as cooperativas possam ser beneficiárias dos recursos do Fundo de Desenvolvimento do Nordeste (FDNE), do Fundo de Desenvolvimento da Amazônia (FDA) e do Fundo de Desenvolvimento do Centro-Oeste (FDCO).",Presente – Não registrou voto
