codigoParlamentar,DataSessaoPlenaria,DescricaoIdentificacaoMateria,EmentaMateria,DescricaoVoto
6008,2021-11-30,MSF 21/2021,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso III, alínea ""f"", da Constituição Federal, combinado com o art. 6º da Lei nº 6.385, de 7 de dezembro de 1976, com redação dada pelo art. 1º, da Lei 10.411, de 26 de fevereiro de 2002, o nome do Senhor OTTO EDUARDO FONSECA DE ALBUQUERQUE LOBO, para exercer o cargo de Diretor da Comissão de Valores Mobiliários - CVM, com mandato até 31 de dezembro de 2025, na vaga decorrente do término do mandato de Henrique Balduíno Machado Moreira.",Votou
6008,2022-03-23,PL 1518/2021,Institui a Política Nacional Aldir Blanc de Fomento à Cultura; e dá outras providências.,Sim
6008,2022-03-22,PL 1360/2021,"Cria mecanismos para a prevenção e o enfrentamento da violência doméstica e familiar contra a criança e o adolescente, nos termos do § 8º do art. 226 e do § 4º do art. 227 da Constituição Federal e das disposições específicas previstas em tratados, convenções ou acordos internacionais de que o Brasil seja parte; altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), e as Leis nºs 7.210, de 11 de julho de 1984 (Lei de Execução Penal), 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), 8.072, de 25 de julho de 1990 (Lei de Crimes Hediondos), e 13.431, de 4 de abril de 2017, que estabelece o sistema de garantia de direitos da criança e do adolescente vítima ou testemunha de violência; e dá outras providências.",Sim
6008,2022-03-16,PL 520/2021,"Altera a Lei nº 13.895, de 30 de outubro de 2019, que institui a Política Nacional de Prevenção do Diabetes e de Assistência Integral à Pessoa Diabética, para assegurar o atendimento prioritário às pessoas com diabetes mellitus nos serviços públicos e privados de saúde, nos casos que especifica.",Sim
6008,2022-03-15,PLP 73/2021 (Substitutivo-CD),"Dispõe sobre apoio financeiro da União aos Estados, ao Distrito Federal e aos Municípios para garantir ações emergenciais direcionadas ao setor cultural; altera a Lei Complementar nº 101, de 4 de maio de 2000 (Lei de Responsabilidade Fiscal), para não contabilizar na meta de resultado primário as transferências federais aos demais entes da Federação para enfrentamento das consequências sociais e econômicas no setor cultural decorrentes de calamidades públicas ou pandemias; e altera a Lei nº 8.313, de 23 de dezembro de 1991, para atribuir outras fontes de recursos ao Fundo Nacional da Cultura (FNC).",Sim
6008,2022-03-09,PLP 235/2019,"Institui o Sistema Nacional de Educação, nos termos do art. 23, parágrafo único, e do art. 211 da Constituição Federal.",Sim
6008,2021-12-15,MSF 54/2021,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome do Senhor MARCOS BEZERRA ABBOTT GALVÃO, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República Popular da China e, cumulativamente, na Mongólia.",Atividade parlamentar
6008,2021-12-15,MSF 61/2021,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 46 da Lei nº 11.440, de 2006, o nome do Senhor AGEMAR DE MENDONÇA SANCTOS, Ministro de Segunda Classe do Quadro Especial da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil em Belize.",Atividade parlamentar
6008,2021-12-15,MSF 69/2021,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome do Senhor JOSÉ ANTÔNIO MARCONDES DE CARVALHO, Ministro de Primeira Classe do Quadro Especial da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República do Paraguai.",Atividade parlamentar
6008,2021-12-15,MSF 59/2021,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome do Senhor NELSON ANTONIO TABAJARA DE OLIVEIRA, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República da Áustria.",Atividade parlamentar
6008,2021-12-15,MSF 57/2021,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome do Senhor ORLANDO LEITE RIBEIRO, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil no Reino da Espanha e, cumulativamente, no Principado de Andorra.",Atividade parlamentar
6008,2021-12-15,MSF 58/2021,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome do Senhor PAULO ESTIVALLET DE MESQUITA, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República da Colômbia.",Atividade parlamentar
6008,2021-12-15,MSF 22/2021,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 46 da Lei nº 11.440, de 29 de dezembro de 2006, o nome do Senhor ROBERTO PARENTE, Ministro de Segunda Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República Democrática do Congo.",Atividade parlamentar
6008,2021-12-15,MSF 75/2021,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome do Senhor JOSÉ MAURO DA FONSECA COSTA COUTO, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República da Sérvia e, cumulativamente, em Montenegro.",Atividade parlamentar
6008,2021-10-20,PEC 17/2019 (fase 2),Altera a Constituição Federal para incluir a proteção de dados pessoais entre os direitos e garantias fundamentais e para fixar a competência privativa da União para legislar sobre proteção e tratamento de dados pessoais.,Sim
6008,2021-10-20,PEC 17/2019 (fase 2),Altera a Constituição Federal para incluir a proteção de dados pessoais entre os direitos e garantias fundamentais e para fixar a competência privativa da União para legislar sobre proteção e tratamento de dados pessoais.,Sim
6008,2021-09-16,PL 486/2021,"Altera a Lei nº 14.040, de 18 de agosto de 2020, para dispor sobre a validade das normas educacionais a serem adotadas, em caráter excepcional, enquanto perdurarem a crise sanitária decorrente da pandemia da Covid-19 e suas consequências.",Sim
6008,2021-09-15,PEC 13/2021,"Acrescenta o art. 115 ao Ato das Disposições Constitucionais Transitórias, para determinar que os Estados o Distrito Federal e os Municípios, bem como seus agentes, não poderão ser responsabilizados pelo descumprimento, no exercício financeiro de 2020, do disposto no caput do art. 212 da Constituição Federal.",Não
6008,2021-09-15,PEC 13/2021,"Acrescenta o art. 115 ao Ato das Disposições Constitucionais Transitórias, para determinar que os Estados o Distrito Federal e os Municípios, bem como seus agentes, não poderão ser responsabilizados pelo descumprimento, no exercício financeiro de 2020, do disposto no caput do art. 212 da Constituição Federal.",Sim
6008,2021-09-14,PLP 9/2021,"Altera a Lei Complementar nº 64, de 18 de maio de 1990, para excluir da incidência da inelegibilidade prevista na alínea g do inciso I do caput do seu art. 1º os responsáveis que tenham tido as contas julgadas irregulares, sem imputação de débito, com condenação exclusiva ao pagamento de multa.",Sim
6008,2021-09-14,PLP 9/2021,"Altera a Lei Complementar nº 64, de 18 de maio de 1990, para excluir da incidência da inelegibilidade prevista na alínea g do inciso I do caput do seu art. 1º os responsáveis que tenham tido as contas julgadas irregulares, sem imputação de débito, com condenação exclusiva ao pagamento de multa.",Sim
6008,2021-09-02,MPV 1047/2021,"Dispõe sobre as medidas excepcionais para a aquisição de bens e a contratação de serviços, inclusive de engenharia, e insumos destinados ao enfrentamento da pandemia da covid-19.",Sim
6008,2021-09-01,MPV 1045/2021,Institui o Novo Programa Emergencial de Manutenção do Emprego e da Renda e dispõe sobre medidas complementares para o enfrentamento das consequências da emergência de saúde pública de importância internacional decorrente do coronavírus (covid-19) no âmbito das relações de trabalho.,Sim
6008,2021-08-31,PLP 103/2021 (Substitutivo-CD),"Substitutivo da Câmara dos Deputados ao Projeto de Lei Complementar nº 191-B de 2015 do Senado Federal (PLS nº 501/13 na Casa de origem), que “Altera a Lei Complementar nº 116, de 31 de julho de 2003, para explicitar a incidência do Imposto sobre Serviços de Qualquer Natureza (ISS) sobre o monitoramento e rastreamento de veículos e carga”.",Sim
6008,2021-08-24,PL 2336/2021,"Altera a Lei nº 9.615, de 24 de março de 1998, para modificar as regras relativas ao direito de arena sobre o espetáculo desportivo.",Presente – Não registrou voto
6008,2021-08-24,MSF 35/2021,"Submete à apreciação do Senado Federal, em conformidade com o disposto no  art. 52, inciso III, alínea “e”, e do art. 128, § 1º, da Constituição, o nome do Senhor ANTÔNIO AUGUSTO BRANDÃO DE ARAS, para ser reconduzido ao cargo de Procurador-Geral da República, com mandato de dois anos.",Votou
6008,2021-08-24,OFS 7/2020,"Submete à apreciação do Senado Federal, nos termos do art. 103-B, inciso XIII, da Constituição Federal, o nome do Senhor MÁRIO HENRIQUE AGUIAR GOULART RIBEIRO NUNES MAIA, para compor o Conselho Nacional de Justiça - CNJ, na vaga destinada à Câmara dos Deputados.",Votou
6008,2021-08-24,OFS 10/2020,"Submete à apreciação do Senado Federal, nos termos do art. 130-A, inciso VI, da Constituição Federal, o nome do Senhor ENGELS AUGUSTO MUNIZ, para compor o Conselho Nacional do Ministério Público - CNMP, na vaga destinada ao Senado Federal.",Votou
6008,2021-08-24,MSF 23/2021,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso III, alínea ""f"", da Constituição Federal, combinado com o art. 6º da Lei nº 6.385, de 7 de dezembro de 1976, com redação dada pelo art. 1º, da Lei 10.411, de 26 de fevereiro de 2002, o nome do Senhor FERNANDO CAIO GALDI, para exercer o cargo de Diretor da Comissão de Valores Mobiliários - CVM, com mandato até 31 de dezembro de 2021, na vaga decorrente da renúncia de Gustavo Machado Gonzalez.",Votou
6008,2021-08-24,OFS 41/2019,"Submete à apreciação do Senado Federal, nos termos do art. 130-A, inciso II, da Constituição Federal, a indicação do Senhor MOACYR REY FILHO, para compor o Conselho Nacional do Ministério Público, na vaga destinada a membros do Ministério Público do Distrito Federal e Territórios.",Votou
6008,2021-08-05,PLP 46/2021,Institui o Programa de Renegociação em Longo Prazo de débitos para com a Fazenda Nacional ou devidos no âmbito do Simples Nacional (RELP) e a Contribuição de Intervenção no Domínio Econômico destinada a custear linhas de crédito às microempresas e empresas de pequeno porte (Cide-Crédito-MPE).,Atividade parlamentar
6008,2021-05-12,PL 4725/2020,"Altera a Lei nº 7.210, de 11 de julho de 1984 – Lei de Execução Penal, para prever a possibilidade de remição da pena pela frequência em curso educacional não formal que contribua para a ressocialização do condenado.",Sim
6008,2021-04-29,PL 12/2021,"Suspende as obrigações da República Federativa do Brasil de implementar ou aplicar as seções 1, 4, 5 e 7 da Parte II do Acordo sobre os Aspectos dos Direitos de Propriedade Intelectual Relacionados ao Comércio (ADPIC) – Agreement on Trade-Related Aspects of Intellectual Property Rights (TRIPS), adotado pelo Conselho-Geral da Organização Mundial do Comércio, em 6 de dezembro de 2005 e promulgado pelo Decreto nº 9.289, de 21 de fevereiro de 2018, ou de fazer cumprir essas seções nos termos da Parte III do Acordo TRIPS, em relação à prevenção, contenção ou tratamento da COVID-19, enquanto vigorar a situação de emergência de saúde pública de importância internacional relacionada ao coronavírus (Covid-19).",Sim
6008,2021-08-19,MPV 1042/2021,"Simplifica a gestão de cargos em comissão e de funções de confiança, autoriza o Poder Executivo federal a transformar, sem aumento de despesa, cargos em comissão, funções de confiança e gratificações, prevê os Cargos Comissionados Executivos - CCE e as Funções Comissionadas Executivas - FCE e altera a Lei nº 13.844, de 18 de junho de 2019, para dispor sobre secretarias.",Sim
6008,2021-08-11,PL 12/2021 (Substitutivo-CD),"Altera a Lei nº 9.279, de 14 de maio de 1996, para dispor sobre a licença compulsória de patentes nos casos de declaração de emergência nacional ou internacional ou de interesse público, ou de reconhecimento de estado de calamidade pública de âmbito nacional.",Sim
6008,2021-08-10,PL 2108/2021,"Acrescenta o Título XII na Parte Especial do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), relativo aos crimes contra o Estado Democrático de Direito; e revoga a Lei nº 7.170, de 14 de dezembro de 1983 (Lei de Segurança Nacional), e dispositivo do Decreto-Lei nº 3.688, de 3 de outubro de 1941 (Lei das Contravenções Penais).",Não
6008,2021-08-10,PL 2108/2021,"Acrescenta o Título XII na Parte Especial do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), relativo aos crimes contra o Estado Democrático de Direito; e revoga a Lei nº 7.170, de 14 de dezembro de 1983 (Lei de Segurança Nacional), e dispositivo do Decreto-Lei nº 3.688, de 3 de outubro de 1941 (Lei das Contravenções Penais).",Não
6008,2021-06-30,PL 1106/2020,"Altera dispositivo da Lei nº 12.212, de 20 de janeiro de 2010, para simplificar a inscrição dos beneficiários da Tarifa Social de Energia Elétrica.",Não
6008,2021-05-19,PL 2872/2020,"Altera o art. 52 do Decreto-Lei nº 37, de 18 de novembro de 1966, para estabelecer prazo máximo para desembaraço aduaneiro de insumos importados usados no combate à pandemia da Covid-19 e nas pesquisas a ela relacionadas, em caso de emergência, de estado de calamidade pública ou de pandemia declarada pela Organização Mundial da Saúde (OMS), reconhecidos pelas autoridades competentes.",Sim
6008,2021-04-28,PDL 50/2019,"Aprova o texto do Protocolo Adicional ao Tratado de Amizade, Cooperação e Consulta entre a República Federativa do Brasil e a República Portuguesa, que Cria o Prêmio Monteiro Lobato de Literatura para a Infância e a Juventude, assinado em Salvador, em 5 de maio de 2017.",Sim
6008,2021-04-08,PEC 4/2021,Acrescenta o art. 115 ao Ato das Disposições Constitucionais Transitórias para prever a imunidade tributária para vacinas humanas no prazo de cinco anos,Sim
6008,2021-04-08,PEC 4/2021,Acrescenta o art. 115 ao Ato das Disposições Constitucionais Transitórias para prever a imunidade tributária para vacinas humanas no prazo de cinco anos,Sim
6008,2021-03-31,PEC 4/2018,"Inclui, na Constituição Federal, o acesso à água potável entre os direitos e garantias fundamentais.",Sim
6008,2021-03-31,PEC 4/2018,"Inclui, na Constituição Federal, o acesso à água potável entre os direitos e garantias fundamentais.",Sim
6008,2024-06-05,PL 914/2024,"Institui o Programa Mobilidade Verde e Inovação (Programa Mover); estabelece a política de conteúdo local; altera o Decreto-Lei nº 1.804, de 3 de setembro de 1980; e revoga dispositivos da Lei nº 13.755, de 10 de dezembro de 2018.",Não Compareceu
6008,2024-05-22,PL 1958/2021,"Reserva aos negros 20% (vinte por cento) das vagas oferecidas nos concursos públicos para provimento de cargos efetivos e empregos públicos no âmbito da administração pública federal, das autarquias, das fundações públicas, das empresas públicas e das sociedades de economia mista controladas pela União.",Não Compareceu
6008,2024-05-22,RQS 369/2024,Requer preferência para a votação da Emenda Substitutiva n° 23 em relação ao Substitutivo da CCJ.,Não Compareceu
6008,2024-05-22,PLP 150/2021,"Altera a Lei Complementar nº 79, de 7 de janeiro de 1994, para instituir mecanismos de proteção à população LGBT+ encarcerada.",Não Compareceu
6008,2024-06-18,PLC 29/2017,"Dispõe sobre normas de seguro privado; revoga dispositivos da Lei nº 10.406, de 10 de janeiro de 2002 (Código Civil); e dá outras providências.",Não Compareceu
6008,2024-07-02,PLP 72/2024,"Altera a Lei Complementar nº 141, de 13 de janeiro de 2012, que regulamenta o § 3º do art. 198 da Constituição Federal, para dispor sobre as despesas de custeio e de investimento com os hospitais universitários federais, para fins de apuração do gasto mínimo constitucional em saúde.",Não Compareceu
6008,2024-03-13,PEC 72/2023,Altera o art. 155 da Constituição Federal para conceder imunidade do Imposto sobre a Propriedade de Veículos Automotores a veículos terrestres de passageiros com vinte anos ou mais de fabricação.,Presente – Não registrou voto
6008,2024-03-13,PEC 72/2023,Altera o art. 155 da Constituição Federal para conceder imunidade do Imposto sobre a Propriedade de Veículos Automotores a veículos terrestres de passageiros com vinte anos ou mais de fabricação.,Presente – Não registrou voto
6008,2024-07-10,MSF 19/2024,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 46 da Lei nº 11.440, de 2006, o nome do Senhor ALEXANDRE HENRIQUE SCULTORI DE AZEVEDO SILVA, Ministro de Segunda Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República de Cabo Verde.",Não Compareceu
6008,2024-07-10,MSF 18/2024,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 46 da Lei nº 11.440, de 2006, o nome do Senhor COLBERT SOARES PINTO JUNIOR, Ministro de Segunda Classe do Quadro Especial da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil em Santa Lúcia e, cumulativamente, na Comunidade da Dominica.",Não Compareceu
6008,2024-07-10,MSF 22/2024,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome do Senhor LUCIANO MAZZA DE ANDRADE, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República de Singapura.",Não Compareceu
6008,2024-07-10,MSF 23/2024,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome do Senhor RAFAEL DE MELLO VIDAL, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na Ucrânia e, cumulativamente, na República da Moldova.",Não Compareceu
6008,2024-07-10,MSF 17/2024,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome do Senhor NEDILSON RICARDO JORGE, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil nos Estados Unidos Mexicanos.",Não Compareceu
6008,2024-07-10,MSF 21/2024,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome da Senhora ROSIMAR DA SILVA SUZANO, Ministra de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixadora do Brasil na República da Estônia.",Não Compareceu
6008,2024-07-10,MSF 20/2024,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome da Senhora EUGÊNIA BARTHELMESS, Ministra de Primeira Classe do Quadro Especial da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixadora do Brasil na República de Angola.",Não Compareceu
6008,2024-07-10,MSF 8/2024,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome do Senhor MARCEL FORTUNA BIATO, Ministro de Primeira Classe do Quadro Especial da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República do Cazaquistão e, cumulativamente, na República Quirguiz e no Turcomenistão.",Não Compareceu
6008,2024-07-10,MSF 7/2024,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome do Senhor FLÁVIO HELMOLD MACIEIRA, Ministro de Primeira Classe do Quadro Especial da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na Irlanda.",Não Compareceu
6008,2024-07-10,MSF 11/2024,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome do Senhor RODRIGO DE AZEREDO SANTOS, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil no Reino da Noruega e, cumulativamente, na Islândia.",Não Compareceu
6008,2024-07-10,MSF 10/2024,"Submete à apreciação do Senado Federal, nos termos do art. 52, inciso III, alínea ""f"", da Constituição, combinado com o art. 23 da Lei nº 13.848, de 25 de junho de 2019, o nome da Senhora SAMARA FURTADO CARNEIRO, para exercer o cargo de Ouvidora da Agência Nacional de Vigilância Sanitária - ANVISA, na vaga decorrente do término do mandato de Daniela Hoffmann Lobato Chaves Lopes.",Não Compareceu
6008,2024-06-19,MSF 2/2024,"Submete à apreciação do Senado Federal, nos termos do art. 52, inciso IV, da Constituição, e do art. 39, combinado com o art. 41, da Lei nº 11.440, de 29 de dezembro de 2006, a indicação do Senhor LEONARDO LUÍS GORGULHO NOGUEIRA FERNANDES, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil no Reino da Dinamarca e, cumulativamente, na República da Lituânia.",Não Compareceu
6008,2024-06-19,MSF 92/2023,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 46 da Lei nº 11.440, de 2006, o nome da Senhora MARIANA GONÇALVES MADEIRA, Ministra de Segunda Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixadora do Brasil na República de Gana e, cumulativamente, na República da Serra Leoa e na República da Libéria.",Não Compareceu
6008,2024-06-19,MSF 1/2024,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 46 da Lei n° 11.440, de 2006, o nome do Senhor CARLOS JOSÉ AREIAS MORENO GARCETE, Ministro de Segunda Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República Federal da Nigéria.",Não Compareceu
6008,2024-06-19,MSF 5/2024,"Submete à apreciação do Senado Federal, nos termos do art. 52, inciso III, alínea ""f"", da Constituição, combinado com o art. 16 da Lei nº 12.529, de 30 de novembro de 2011, o nome do Senhor ANDRÉ LUÍS MACAGNAN FREIRE, para exercer o cargo de Procurador-Chefe da Procuradoria Federal Especializada junto ao Conselho Administrativo de Defesa Econômica - CADE, na vaga decorrente do término do mandato de Juliana Oliveira Domingues em 13 de abril de 2024.",Não Compareceu
6008,2024-06-19,OFS 5/2024,"Submete à apreciação do Senado Federal, nos termos do art. 103-B, inciso II e §2º, da Constituição Federal, a indicação do Senhor MAURO LUIZ CAMPBELL MARQUES, Ministro do Superior Tribunal de Justiça, para compor o Conselho Nacional de Justiça - CNJ, no cargo de Corregedor Nacional de Justiça, no biênio 2024/2026.",Não Compareceu
6008,2024-06-19,MSF 6/2024,"Submete à apreciação do Senado Federal, nos termos do art. 52, inciso III, alínea ""f"", da Constituição, combinado com o art. 12 da Lei nº 12.529, de 30 de novembro de 2011, o nome do Senhor ALEXANDRE BARRETO DE SOUZA, para recondução ao cargo de Superintendente-Geral do Conselho Administrativo de Defesa Econômica - CADE.",Não Compareceu
6008,2024-06-19,MSF 12/2024,"Submete à apreciação do Senado Federal, nos termos do art. 111-A, inciso I, da Constituição, o nome do Senhor ANTÔNIO FABRÍCIO DE MATOS GONÇALVES, para exercer o cargo de Ministro do Tribunal Superior do Trabalho, na vaga destinada à advocacia, decorrente da aposentadoria do Ministro Emmanoel Pereira.",Não Compareceu
6008,2024-04-16,PEC 45/2023,"Altera o art. 5º da Constituição Federal, para prever como mandado de criminalização a posse e o porte de entorpecentes e drogas afins sem autorização ou em desacordo com determinação legal ou regulamentar.",Não Compareceu
6008,2024-04-16,PEC 45/2023,"Altera o art. 5º da Constituição Federal, para prever como mandado de criminalização a posse e o porte de entorpecentes e drogas afins sem autorização ou em desacordo com determinação legal ou regulamentar.",Não Compareceu
6008,2024-04-10,PLP 252/2023,"Altera a Lei Complementar n° 182, de 1° de junho de 2021, para dispor sobre o contrato de investimento conversível em capital social (CICC).",Não Compareceu
6008,2024-02-20,PL 2253/2022,"Altera a Lei nº 7.210, de 11 de julho de 1984 (Lei de Execução Penal), para dispor sobre a monitoração eletrônica do preso, prever a realização de exame criminológico para progressão de regime e extinguir o benefício da saída temporária.",Não
6008,2024-02-20,PL 2253/2022,"Altera a Lei nº 7.210, de 11 de julho de 1984 (Lei de Execução Penal), para dispor sobre a monitoração eletrônica do preso, prever a realização de exame criminológico para progressão de regime e extinguir o benefício da saída temporária.",Sim
6008,2024-07-03,PLP 262/2019,"Altera a Medida Provisória nº 2.156-5, de 24 de agosto de 2001, a Medida Provisória nº 2.157-5, de 24 de agosto de 2001, e a Lei Complementar nº 129, de 8 de janeiro de 2009, para permitir que as cooperativas possam ser beneficiárias dos recursos do Fundo de Desenvolvimento do Nordeste (FDNE), do Fundo de Desenvolvimento da Amazônia (FDA) e do Fundo de Desenvolvimento do Centro-Oeste (FDCO).",Não Compareceu
6008,2024-07-03,PL 2308/2023,"Institui o marco legal do hidrogênio de baixa emissão de carbono; dispõe sobre a Política Nacional do Hidrogênio de Baixa Emissão de Carbono; institui incentivos para a indústria do hidrogênio de baixa emissão de carbono; institui o Regime Especial de Incentivos para a Produção de Hidrogênio de Baixa Emissão de Carbono (Rehidro); cria o Programa de Desenvolvimento do Hidrogênio de Baixa Emissão de Carbono (PHBC); e altera as Leis nºs 9.427, de 26 de dezembro de 1996, e 9.478, de 6 de agosto de 1997.",Não Compareceu
6008,2024-04-17,PLP 175/2023,"Altera a Lei Complementar nº 172, de 15 de abril de 2020, a fim de conceder prazo aos Estados, ao Distrito Federal e aos Municípios para executar atos de transposição e de transferência.",Não Compareceu
6008,2024-05-15,PLP 85/2024,"Autoriza a União a postergar o pagamento da dívida de entes federativos afetados por calamidade pública reconhecida pelo Congresso Nacional, mediante proposta do Poder Executivo federal, e a reduzir a taxa de juros dos contratos de dívida dos referidos entes com a União; e altera a Lei Complementar nº 101, de 4 de maio de 2000 (Lei de Responsabilidade Fiscal), e a Lei Complementar nº 159, de 19 de maio de 2017.",Não
6008,2024-05-15,PLP 85/2024,"Autoriza a União a postergar o pagamento da dívida de entes federativos afetados por calamidade pública reconhecida pelo Congresso Nacional, mediante proposta do Poder Executivo federal, e a reduzir a taxa de juros dos contratos de dívida dos referidos entes com a União; e altera a Lei Complementar nº 101, de 4 de maio de 2000 (Lei de Responsabilidade Fiscal), e a Lei Complementar nº 159, de 19 de maio de 2017.",Sim
6008,2024-05-08,PLP 233/2023,"Dispõe sobre o Seguro Obrigatório para Proteção de Vítimas de Acidentes de Trânsito (SPVAT); altera o Decreto-Lei nº 73, de 21 de novembro de 1966, as Leis nºs 8.212, de 24 de julho de 1991, 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), e 14.075, de 22 de outubro de 2020, e a Lei Complementar nº 200, de 30 de agosto de 2023; e revoga as Leis nºs 6.194, de 19 de dezembro de 1974, e 8.441, de 13 de julho de 1992, e dispositivos das Leis nºs 8.374, de 30 de dezembro de 1991, 11.482, de 31 de maio de 2007, e 11.945, de 4 de junho de 2009.",Não Compareceu
